GeneID	PathwayID	Description	SYMBOL	GENENAME
595	hsa01522	Endocrine resistance	CCND1	cyclin D1
596	hsa01522	Endocrine resistance	BCL2	BCL2 apoptosis regulator
6198	hsa01522	Endocrine resistance	RPS6KB1	ribosomal protein S6 kinase B1
6199	hsa01522	Endocrine resistance	RPS6KB2	ribosomal protein S6 kinase B2
6300	hsa01522	Endocrine resistance	MAPK12	mitogen-activated protein kinase 12
638	hsa01522	Endocrine resistance	BIK	BCL2 interacting killer
6464	hsa01522	Endocrine resistance	SHC1	SHC adaptor protein 1
6654	hsa01522	Endocrine resistance	SOS1	SOS Ras/Rac guanine nucleotide exchange factor 1
6655	hsa01522	Endocrine resistance	SOS2	SOS Ras/Rho guanine nucleotide exchange factor 2
6667	hsa01522	Endocrine resistance	SP1	Sp1 transcription factor
6714	hsa01522	Endocrine resistance	SRC	SRC proto-oncogene, non-receptor tyrosine kinase
673	hsa01522	Endocrine resistance	BRAF	B-Raf proto-oncogene, serine/threonine kinase
7157	hsa01522	Endocrine resistance	TP53	tumor protein p53
8202	hsa01522	Endocrine resistance	NCOA3	nuclear receptor coactivator 3
8503	hsa01522	Endocrine resistance	PIK3R3	phosphoinositide-3-kinase regulatory subunit 3
8647	hsa01522	Endocrine resistance	ABCB11	ATP binding cassette subfamily B member 11
9611	hsa01522	Endocrine resistance	NCOR1	nuclear receptor corepressor 1
10057	hsa01523	Antifolate resistance	ABCC5	ATP binding cassette subfamily C member 5
10257	hsa01523	Antifolate resistance	ABCC4	ATP binding cassette subfamily C member 4 (PEL blood group)
113235	hsa01523	Antifolate resistance	SLC46A1	solute carrier family 46 member 1
1147	hsa01523	Antifolate resistance	CHUK	component of inhibitor of nuclear factor kappa B kinase complex
1244	hsa01523	Antifolate resistance	ABCC2	ATP binding cassette subfamily C member 2
1719	hsa01523	Antifolate resistance	DHFR	dihydrofolate reductase
200895	hsa01523	Antifolate resistance	DHFR2	dihydrofolate reductase 2
2348	hsa01523	Antifolate resistance	FOLR1	folate receptor alpha
2350	hsa01523	Antifolate resistance	FOLR2	folate receptor beta
2352	hsa01523	Antifolate resistance	FOLR3	folate receptor gamma
2356	hsa01523	Antifolate resistance	FPGS	folylpolyglutamate synthase
239	hsa01523	Antifolate resistance	ALOX12	arachidonate 12-lipoxygenase, 12S type
2618	hsa01523	Antifolate resistance	GART	phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase
3551	hsa01523	Antifolate resistance	IKBKB	inhibitor of nuclear factor kappa B kinase subunit beta
3553	hsa01523	Antifolate resistance	IL1B	interleukin 1 beta
3569	hsa01523	Antifolate resistance	IL6	interleukin 6
4363	hsa01523	Antifolate resistance	ABCC1	ATP binding cassette subfamily C member 1 (ABCC1 blood group)
4524	hsa01523	Antifolate resistance	MTHFR	methylenetetrahydrofolate reductase
471	hsa01523	Antifolate resistance	ATIC	5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase
4790	hsa01523	Antifolate resistance	NFKB1	nuclear factor kappa B subunit 1
5970	hsa01523	Antifolate resistance	RELA	RELA proto-oncogene, NF-kB subunit
6470	hsa01523	Antifolate resistance	SHMT1	serine hydroxymethyltransferase 1
6472	hsa01523	Antifolate resistance	SHMT2	serine hydroxymethyltransferase 2
6573	hsa01523	Antifolate resistance	SLC19A1	solute carrier family 19 member 1
7124	hsa01523	Antifolate resistance	TNF	tumor necrosis factor
7298	hsa01523	Antifolate resistance	TYMS	thymidylate synthetase
8517	hsa01523	Antifolate resistance	IKBKG	inhibitor of nuclear factor kappa B kinase regulatory subunit gamma
8714	hsa01523	Antifolate resistance	ABCC3	ATP binding cassette subfamily C member 3
8836	hsa01523	Antifolate resistance	GGH	gamma-glutamyl hydrolase
9429	hsa01523	Antifolate resistance	ABCG2	ATP binding cassette subfamily G member 2 (JR blood group)
10000	hsa01524	Platinum drug resistance	AKT3	AKT serine/threonine kinase 3
1026	hsa01524	Platinum drug resistance	CDKN1A	cyclin dependent kinase inhibitor 1A
1029	hsa01524	Platinum drug resistance	CDKN2A	cyclin dependent kinase inhibitor 2A
110117499	hsa01524	Platinum drug resistance	P3R3URF-PIK3R3	P3R3URF-PIK3R3 readthrough
119391	hsa01524	Platinum drug resistance	GSTO2	glutathione S-transferase omega 2
1244	hsa01524	Platinum drug resistance	ABCC2	ATP binding cassette subfamily C member 2
1317	hsa01524	Platinum drug resistance	SLC31A1	solute carrier family 31 member 1
2064	hsa01524	Platinum drug resistance	ERBB2	erb-b2 receptor tyrosine kinase 2
2067	hsa01524	Platinum drug resistance	ERCC1	ERCC excision repair 1, endonuclease non-catalytic subunit
207	hsa01524	Platinum drug resistance	AKT1	AKT serine/threonine kinase 1
208	hsa01524	Platinum drug resistance	AKT2	AKT serine/threonine kinase 2
221357	hsa01524	Platinum drug resistance	GSTA5	glutathione S-transferase alpha 5
25774	hsa01524	Platinum drug resistance	GSTT4	glutathione S-transferase theta 4
27113	hsa01524	Platinum drug resistance	BBC3	BCL2 binding component 3
2938	hsa01524	Platinum drug resistance	GSTA1	glutathione S-transferase alpha 1
2939	hsa01524	Platinum drug resistance	GSTA2	glutathione S-transferase alpha 2
2940	hsa01524	Platinum drug resistance	GSTA3	glutathione S-transferase alpha 3
2941	hsa01524	Platinum drug resistance	GSTA4	glutathione S-transferase alpha 4
2944	hsa01524	Platinum drug resistance	GSTM1	glutathione S-transferase mu 1
2946	hsa01524	Platinum drug resistance	GSTM2	glutathione S-transferase mu 2
2947	hsa01524	Platinum drug resistance	GSTM3	glutathione S-transferase mu 3
2948	hsa01524	Platinum drug resistance	GSTM4	glutathione S-transferase mu 4
2949	hsa01524	Platinum drug resistance	GSTM5	glutathione S-transferase mu 5
2950	hsa01524	Platinum drug resistance	GSTP1	glutathione S-transferase pi 1
2952	hsa01524	Platinum drug resistance	GSTT1	glutathione S-transferase theta 1
2953	hsa01524	Platinum drug resistance	GSTT2	glutathione S-transferase theta 2 (gene/pseudogene)
2956	hsa01524	Platinum drug resistance	MSH6	mutS homolog 6
317	hsa01524	Platinum drug resistance	APAF1	apoptotic peptidase activating factor 1
329	hsa01524	Platinum drug resistance	BIRC2	baculoviral IAP repeat containing 2
330	hsa01524	Platinum drug resistance	BIRC3	baculoviral IAP repeat containing 3
331	hsa01524	Platinum drug resistance	XIAP	X-linked inhibitor of apoptosis
332	hsa01524	Platinum drug resistance	BIRC5	baculoviral IAP repeat containing 5
355	hsa01524	Platinum drug resistance	FAS	Fas cell surface death receptor
356	hsa01524	Platinum drug resistance	FASLG	Fas ligand
4193	hsa01524	Platinum drug resistance	MDM2	MDM2 proto-oncogene
4217	hsa01524	Platinum drug resistance	MAP3K5	mitogen-activated protein kinase kinase kinase 5
4257	hsa01524	Platinum drug resistance	MGST1	microsomal glutathione S-transferase 1
4258	hsa01524	Platinum drug resistance	MGST2	microsomal glutathione S-transferase 2
4259	hsa01524	Platinum drug resistance	MGST3	microsomal glutathione S-transferase 3
4292	hsa01524	Platinum drug resistance	MLH1	mutL homolog 1
4436	hsa01524	Platinum drug resistance	MSH2	mutS homolog 2
4437	hsa01524	Platinum drug resistance	MSH3	mutS homolog 3
472	hsa01524	Platinum drug resistance	ATM	ATM serine/threonine kinase
5170	hsa01524	Platinum drug resistance	PDPK1	3-phosphoinositide dependent protein kinase 1
5290	hsa01524	Platinum drug resistance	PIK3CA	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha
5291	hsa01524	Platinum drug resistance	PIK3CB	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit beta
5293	hsa01524	Platinum drug resistance	PIK3CD	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta
5295	hsa01524	Platinum drug resistance	PIK3R1	phosphoinositide-3-kinase regulatory subunit 1
5296	hsa01524	Platinum drug resistance	PIK3R2	phosphoinositide-3-kinase regulatory subunit 2
5366	hsa01524	Platinum drug resistance	PMAIP1	phorbol-12-myristate-13-acetate-induced protein 1
538	hsa01524	Platinum drug resistance	ATP7A	ATPase copper transporting alpha
540	hsa01524	Platinum drug resistance	ATP7B	ATPase copper transporting beta
54205	hsa01524	Platinum drug resistance	CYCS	cytochrome c, somatic
5429	hsa01524	Platinum drug resistance	POLH	DNA polymerase eta
5594	hsa01524	Platinum drug resistance	MAPK1	mitogen-activated protein kinase 1
5595	hsa01524	Platinum drug resistance	MAPK3	mitogen-activated protein kinase 3
572	hsa01524	Platinum drug resistance	BAD	BCL2 associated agonist of cell death
578	hsa01524	Platinum drug resistance	BAK1	BCL2 antagonist/killer 1
581	hsa01524	Platinum drug resistance	BAX	BCL2 associated X, apoptosis regulator
596	hsa01524	Platinum drug resistance	BCL2	BCL2 apoptosis regulator
598	hsa01524	Platinum drug resistance	BCL2L1	BCL2 like 1
5980	hsa01524	Platinum drug resistance	REV3L	REV3 like, DNA directed polymerase zeta catalytic subunit
637	hsa01524	Platinum drug resistance	BID	BH3 interacting domain death agonist
653689	hsa01524	Platinum drug resistance	GSTT2B	glutathione S-transferase theta 2B
672	hsa01524	Platinum drug resistance	BRCA1	BRCA1 DNA repair associated
7153	hsa01524	Platinum drug resistance	TOP2A	DNA topoisomerase II alpha
7155	hsa01524	Platinum drug resistance	TOP2B	DNA topoisomerase II beta
7157	hsa01524	Platinum drug resistance	TP53	tumor protein p53
7507	hsa01524	Platinum drug resistance	XPA	XPA, DNA damage recognition and repair factor
836	hsa01524	Platinum drug resistance	CASP3	caspase 3
841	hsa01524	Platinum drug resistance	CASP8	caspase 8
842	hsa01524	Platinum drug resistance	CASP9	caspase 9
8503	hsa01524	Platinum drug resistance	PIK3R3	phosphoinositide-3-kinase regulatory subunit 3
8772	hsa01524	Platinum drug resistance	FADD	Fas associated via death domain
9446	hsa01524	Platinum drug resistance	GSTO1	glutathione S-transferase omega 1
10057	hsa02010	ABC transporters	ABCC5	ATP binding cassette subfamily C member 5
10058	hsa02010	ABC transporters	ABCB6	ATP binding cassette subfamily B member 6 (LAN blood group)
10060	hsa02010	ABC transporters	ABCC9	ATP binding cassette subfamily C member 9
10257	hsa02010	ABC transporters	ABCC4	ATP binding cassette subfamily C member 4 (PEL blood group)
10347	hsa02010	ABC transporters	ABCA7	ATP binding cassette subfamily A member 7
10349	hsa02010	ABC transporters	ABCA10	ATP binding cassette subfamily A member 10
10350	hsa02010	ABC transporters	ABCA9	ATP binding cassette subfamily A member 9
10351	hsa02010	ABC transporters	ABCA8	ATP binding cassette subfamily A member 8
1080	hsa02010	ABC transporters	CFTR	CF transmembrane conductance regulator
11194	hsa02010	ABC transporters	ABCB8	ATP binding cassette subfamily B member 8
1244	hsa02010	ABC transporters	ABCC2	ATP binding cassette subfamily C member 2
154664	hsa02010	ABC transporters	ABCA13	ATP binding cassette subfamily A member 13
1672	hsa02010	ABC transporters	DEFB1	defensin beta 1
19	hsa02010	ABC transporters	ABCA1	ATP binding cassette subfamily A member 1
20	hsa02010	ABC transporters	ABCA2	ATP binding cassette subfamily A member 2
21	hsa02010	ABC transporters	ABCA3	ATP binding cassette subfamily A member 3
215	hsa02010	ABC transporters	ABCD1	ATP binding cassette subfamily D member 1
22	hsa02010	ABC transporters	ABCB7	ATP binding cassette subfamily B member 7
225	hsa02010	ABC transporters	ABCD2	ATP binding cassette subfamily D member 2
23456	hsa02010	ABC transporters	ABCB10	ATP binding cassette subfamily B member 10
23457	hsa02010	ABC transporters	ABCB9	ATP binding cassette subfamily B member 9
23460	hsa02010	ABC transporters	ABCA6	ATP binding cassette subfamily A member 6
23461	hsa02010	ABC transporters	ABCA5	ATP binding cassette subfamily A member 5
24	hsa02010	ABC transporters	ABCA4	ATP binding cassette subfamily A member 4
26154	hsa02010	ABC transporters	ABCA12	ATP binding cassette subfamily A member 12
340273	hsa02010	ABC transporters	ABCB5	ATP binding cassette subfamily B member 5
368	hsa02010	ABC transporters	ABCC6	ATP binding cassette subfamily C member 6
4363	hsa02010	ABC transporters	ABCC1	ATP binding cassette subfamily C member 1 (ABCC1 blood group)
5243	hsa02010	ABC transporters	ABCB1	ATP binding cassette subfamily B member 1
5244	hsa02010	ABC transporters	ABCB4	ATP binding cassette subfamily B member 4
5825	hsa02010	ABC transporters	ABCD3	ATP binding cassette subfamily D member 3
5826	hsa02010	ABC transporters	ABCD4	ATP binding cassette subfamily D member 4
64137	hsa02010	ABC transporters	ABCG4	ATP binding cassette subfamily G member 4
64240	hsa02010	ABC transporters	ABCG5	ATP binding cassette subfamily G member 5
64241	hsa02010	ABC transporters	ABCG8	ATP binding cassette subfamily G member 8
6833	hsa02010	ABC transporters	ABCC8	ATP binding cassette subfamily C member 8
6890	hsa02010	ABC transporters	TAP1	transporter 1, ATP binding cassette subfamily B member
6891	hsa02010	ABC transporters	TAP2	transporter 2, ATP binding cassette subfamily B member
85320	hsa02010	ABC transporters	ABCC11	ATP binding cassette subfamily C member 11
8647	hsa02010	ABC transporters	ABCB11	ATP binding cassette subfamily B member 11
8714	hsa02010	ABC transporters	ABCC3	ATP binding cassette subfamily C member 3
89845	hsa02010	ABC transporters	ABCC10	ATP binding cassette subfamily C member 10
94160	hsa02010	ABC transporters	ABCC12	ATP binding cassette subfamily C member 12
9429	hsa02010	ABC transporters	ABCG2	ATP binding cassette subfamily G member 2 (JR blood group)
9619	hsa02010	ABC transporters	ABCG1	ATP binding cassette subfamily G member 1
100008587	hsa03008	Ribosome biogenesis in eukaryotes	RNA5-8SN5	RNA, 5.8S ribosomal N5
100008588	hsa03008	Ribosome biogenesis in eukaryotes	RNA18SN5	RNA, 18S ribosomal N5
100008589	hsa03008	Ribosome biogenesis in eukaryotes	RNA28SN5	RNA, 28S ribosomal N5
100169751	hsa03008	Ribosome biogenesis in eukaryotes	RNA5S1	RNA, 5S ribosomal 1
100169753	hsa03008	Ribosome biogenesis in eukaryotes	RNA5S2	RNA, 5S ribosomal 2
100169754	hsa03008	Ribosome biogenesis in eukaryotes	RNA5S3	RNA, 5S ribosomal 3
100169755	hsa03008	Ribosome biogenesis in eukaryotes	RNA5S4	RNA, 5S ribosomal 4
100169756	hsa03008	Ribosome biogenesis in eukaryotes	RNA5S5	RNA, 5S ribosomal 5
100169757	hsa03008	Ribosome biogenesis in eukaryotes	RNA5S6	RNA, 5S ribosomal 6
100169758	hsa03008	Ribosome biogenesis in eukaryotes	RNA5S7	RNA, 5S ribosomal 7
100169759	hsa03008	Ribosome biogenesis in eukaryotes	RNA5S8	RNA, 5S ribosomal 8
100169760	hsa03008	Ribosome biogenesis in eukaryotes	RNA5S9	RNA, 5S ribosomal 9
100169761	hsa03008	Ribosome biogenesis in eukaryotes	RNA5S10	RNA, 5S ribosomal 10
100169762	hsa03008	Ribosome biogenesis in eukaryotes	RNA5S11	RNA, 5S ribosomal 11
100169763	hsa03008	Ribosome biogenesis in eukaryotes	RNA5S12	RNA, 5S ribosomal 12
100169764	hsa03008	Ribosome biogenesis in eukaryotes	RNA5S13	RNA, 5S ribosomal 13
100169765	hsa03008	Ribosome biogenesis in eukaryotes	RNA5S14	RNA, 5S ribosomal 14
100169766	hsa03008	Ribosome biogenesis in eukaryotes	RNA5S15	RNA, 5S ribosomal 15
100169767	hsa03008	Ribosome biogenesis in eukaryotes	RNA5S16	RNA, 5S ribosomal 16
100169768	hsa03008	Ribosome biogenesis in eukaryotes	RNA5S17	RNA, 5S ribosomal 17
10171	hsa03008	Ribosome biogenesis in eukaryotes	RCL1	RNA terminal phosphate cyclase like 1
101929601	hsa03008	Ribosome biogenesis in eukaryotes	LOC101929601	putative exonuclease GOR
101929627	hsa03008	Ribosome biogenesis in eukaryotes	LOC101929627	putative exonuclease GOR
10199	hsa03008	Ribosome biogenesis in eukaryotes	MPHOSPH10	M-phase phosphoprotein 10
102157402	hsa03008	Ribosome biogenesis in eukaryotes	AK6	adenylate kinase 6
10248	hsa03008	Ribosome biogenesis in eukaryotes	POP7	POP7 homolog, ribonuclease P/MRP subunit
102724159	hsa03008	Ribosome biogenesis in eukaryotes	LOC102724159	periodic tryptophan protein 2 homolog
10436	hsa03008	Ribosome biogenesis in eukaryotes	EMG1	EMG1 N1-specific pseudouridine methyltransferase
10482	hsa03008	Ribosome biogenesis in eukaryotes	NXF1	nuclear RNA export factor 1
10528	hsa03008	Ribosome biogenesis in eukaryotes	NOP56	NOP56 ribonucleoprotein
10556	hsa03008	Ribosome biogenesis in eukaryotes	RPP30	ribonuclease P/MRP subunit p30
10557	hsa03008	Ribosome biogenesis in eukaryotes	RPP38	ribonuclease P/MRP subunit p38
10607	hsa03008	Ribosome biogenesis in eukaryotes	TBL3	transducin beta like 3
106631781	hsa03008	Ribosome biogenesis in eukaryotes	RNA18SN1	RNA, 18S ribosomal N1
106632260	hsa03008	Ribosome biogenesis in eukaryotes	RNA5-8SN1	RNA, 5.8S ribosomal N1
106632264	hsa03008	Ribosome biogenesis in eukaryotes	RNA28SN1	RNA, 28S ribosomal N1
10775	hsa03008	Ribosome biogenesis in eukaryotes	POP4	POP4 homolog, ribonuclease P/MRP subunit
10799	hsa03008	Ribosome biogenesis in eukaryotes	RPP40	ribonuclease P/MRP subunit p40
10813	hsa03008	Ribosome biogenesis in eukaryotes	UTP14A	UTP14A small subunit processome component
10885	hsa03008	Ribosome biogenesis in eukaryotes	WDR3	WD repeat domain 3
10940	hsa03008	Ribosome biogenesis in eukaryotes	POP1	POP1 homolog, ribonuclease P/MRP subunit
109616983	hsa03008	Ribosome biogenesis in eukaryotes	SNORD3F	small nucleolar RNA, C/D box 3F
109616984	hsa03008	Ribosome biogenesis in eukaryotes	SNORD3G	small nucleolar RNA, C/D box 3G
109616985	hsa03008	Ribosome biogenesis in eukaryotes	SNORD3J	small nucleolar RNA, C/D box 3J
109616996	hsa03008	Ribosome biogenesis in eukaryotes	SNORD3I	small nucleolar RNA, C/D box 3I
109617015	hsa03008	Ribosome biogenesis in eukaryotes	SNORD3E	small nucleolar RNA, C/D box 3E
109617016	hsa03008	Ribosome biogenesis in eukaryotes	SNORD3H	small nucleolar RNA, C/D box 3H
109617017	hsa03008	Ribosome biogenesis in eukaryotes	SNORD3K	small nucleolar RNA, C/D box 3K
109864272	hsa03008	Ribosome biogenesis in eukaryotes	RNA28SN4	RNA, 28S ribosomal N4
109864273	hsa03008	Ribosome biogenesis in eukaryotes	RNA18SN4	RNA, 18S pre-ribosomal N4
109864274	hsa03008	Ribosome biogenesis in eukaryotes	RNA5-8SN4	RNA, 5.8S ribosomal N4
109864280	hsa03008	Ribosome biogenesis in eukaryotes	RNA18SN2	RNA, 18S ribosomal N2
109864281	hsa03008	Ribosome biogenesis in eukaryotes	RNA5-8SN2	RNA, 5.8S ribosomal N2
109864282	hsa03008	Ribosome biogenesis in eukaryotes	RNA28SN2	RNA, 28S ribosomal N2
109910380	hsa03008	Ribosome biogenesis in eukaryotes	RNA18SN3	RNA, 18S ribosomal N3
109910381	hsa03008	Ribosome biogenesis in eukaryotes	RNA5-8SN3	RNA, 5.8S ribosomal N3
109910382	hsa03008	Ribosome biogenesis in eukaryotes	RNA28SN3	RNA, 28S ribosomal N3
124900922	hsa03008	Ribosome biogenesis in eukaryotes	LOC124900922	small nucleolar RNA U3
124901220	hsa03008	Ribosome biogenesis in eukaryotes	LOC124901220	small nucleolar RNA U3
124901221	hsa03008	Ribosome biogenesis in eukaryotes	LOC124901221	small nucleolar RNA U3
124901505	hsa03008	Ribosome biogenesis in eukaryotes	LOC124901505	small nucleolar RNA U3
124901506	hsa03008	Ribosome biogenesis in eukaryotes	LOC124901506	small nucleolar RNA U3
124901507	hsa03008	Ribosome biogenesis in eukaryotes	LOC124901507	small nucleolar RNA U3
124901508	hsa03008	Ribosome biogenesis in eukaryotes	LOC124901508	small nucleolar RNA U3
124901509	hsa03008	Ribosome biogenesis in eukaryotes	LOC124901509	small nucleolar RNA U3
124901858	hsa03008	Ribosome biogenesis in eukaryotes	LOC124901858	small nucleolar RNA U3
124901859	hsa03008	Ribosome biogenesis in eukaryotes	LOC124901859	small nucleolar RNA U3
124901860	hsa03008	Ribosome biogenesis in eukaryotes	LOC124901860	small nucleolar RNA U3
124902100	hsa03008	Ribosome biogenesis in eukaryotes	LOC124902100	small nucleolar RNA U3
